Protein.IDs	Majority.protein.IDs	Peptide.counts..all.	Peptide.counts..razor.unique.	Peptide.counts..unique.	Protein.names	Gene.names	con_0h_5	con_0h_7	con_2h_3	con_6h_1	con_6h_4	con_12h_3	con_18h_1	con_18h_4	con_24h_3	IKA_0h_5	IKA_0h_7	IKA_2h_3	IKA_6h_1	IKA_6h_4	IKA_12h_3	IKA_18h_1	IKA_18h_4	IKA_24h_3	con_0h_6	con_2h_1	con_2h_4	con_6h_3	con_12h_1	con_12h_4	con_18h_3	con_24h_1	con_24h_4	IKA_0h_6	IKA_2h_1	IKA_2h_4	IKA_6h_3	IKA_12h_1	IKA_12h_4	IKA_18h_3	IKA_24h_1	IKA_24h_4
Q9CW46	Q9CW46	13	13	13	Ribonucleoprotein PTB-binding 1	Raver1	14545454.55	6244556.962	766406.25	11200457.78	14369672.13	5532637.363	7849008.403	1495626.667	0	3343818.286	0	10533257.92	9925140.876	2357022.968	2158915.663	0	1009921.992	267359.8281	9321548.822	0	771088.8502	9025334.076	8078946.136	0	9795363.184	545911.6466	0	6649486.301	422194.3231	4823749.066	10808336.26	4484490.132	6162075.472	1633991.925	445597.6214	412538.4615
P61087	P61087	5	5	5	Ubiquitin-conjugating enzyme E2 K	Ube2k	15346320.35	7377721.519	6223958.333	4924379.451	6061885.246	21620741.76	12246285.71	21463314.29	0	11682001.15	1797312.588	1416651.584	1617542.263	0	0	8548020.851	10603170.12	0	13586980.92	0	0	4225011.136	13599297.42	11498346.33	19059203.98	1054666.667	0	20487157.53	1776091.703	2012509.335	1605840.646	562320.7237	5305094.34	9141830.417	0	494730.7692
Q9CXS4	Q9CXS4	6	6	6	Centromere protein V	Cenpv	0	227873.4177	5328125	17278433.37	11845081.97	0	0	185817.2698	7531121.076	0	665954.7383	13666289.59	11153901.17	6955282.686	2372436.412	3081810.599	76948.6722	9965198.711	0	1089583.333	4671428.571	17013251.67	0	0	0	6359839.357	5455149.157	399023.9726	2657423.581	12644137.42	10929466.48	2511726.974	2479811.321	285370.9287	8233102.081	10037307.69
P62814	P62814	9	9	9	V-type proton ATPase subunit B, brain isoform	Atp6v1b2	9680194.805	3134075.949	8831770.833	16601373.35	16970491.8	0	2049593.277	0	8572077.728	4524036.803	0	13557013.57	7055331.599	17986660.78	2966024.096	0	0	2989387.755	0	0	3525522.648	8414337.416	10282037.47	3384430.577	6520815.92	6462008.032	4925966.278	3530821.918	0	13600261.39	7223955.774	5095098.684	3395094.34	0	1680792.864	1986307.692
Q80UU9	Q80UU9	5	5	4	Membrane-associated progesterone receptor component 2	Pgrmc2	11318181.82	10794936.71	2047743.056	2328809.766	0	18689423.08	10257519.33	16966565.08	0	6524439.333	2948656.294	5395723.982	4303792.805	3268745.583	1788862.115	17759791.49	15809211.62	187136.4125	13175645.34	1785865.385	1416193.38	2473613.586	9513196.721	9168954.758	13487741.29	2057028.112	331403.3722	5565753.425	1615393.013	1710268.857	4814180.414	3850180.921	3839811.321	19100969.04	927571.8533	1830230.769
Q9CQ48	Q9CQ48	3	3	3	NudC domain-containing protein 2	Nudcd2	15728896.1	11154936.71	1333680.556	3746225.839	8866393.443	21069230.77	7563589.916	23016241.27	1059336.323	9565842.438	0	3279977.376	3712808.843	2263763.251	2806840.696	0	11554514.52	0	14059483.73	2207980.769	400897.2125	4479490.535	8797166.276	18413416.54	12179134.33	1200353.414	507745.7847	15345034.25	3307532.751	1850074.683	3777711.478	3030427.632	3186037.736	5988051.144	95096.13479	245215.3846
Q80UW8	Q80UW8	7	7	7	DNA-directed RNA polymerases I, II, and III subunit RPABC1	Polr2e	8570887.446	14248101.27	0	4148743.642	5030000	18492994.51	14449700.84	8160507.937	1338714.499	7752156.412	1328288.543	7366968.326	5860099.697	1167338.339	2916546.185	13870616.85	16371161.83	687321.16	8351290.685	1594615.385	582778.7456	6366007.795	10694601.87	20144929.8	9165154.229	107055.4217	827891.0506	8560530.822	674093.8865	2954854.369	5965514.216	621572.3684	6047169.811	0	366493.558	525115.3846
Q6PFD9	Q6PFD9	6	6	6	Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96	Nup98	4882846.32	4088759.494	0	0	136540.9836	0	0	0	374696.562	3163369.753	547538.8967	970995.4751	1220728.218	109696.5548	0	0	0	56052.41676	8517957.351	5525641.026	0	0	216818501.2	0	5244238.806	194377.51	184861.2192	14351027.4	391899.5633	5078155.34	188020.358	778720.3947	823735.8491	0	73991.67493	164573.0769
Q8C0Y0	Q8C0Y0	1	1	1	Serine/threonine-protein phosphatase 4 regulatory subunit 4	Ppp4r4	9597402.597	6948354.43	4037326.389	12221668.36	21159836.07	4717156.593	0	1083034.921	5246397.608	8625646.924	0	0	11717251.84	7598339.223	6877576.975	0	0	1602749.731	7914702.581	0	2288101.045	9170629.176	0	15898861.15	28991343.28	2571726.908	3399533.074	13933219.18	0	0	6714970.165	731699.0132	10251132.08	0	736340.9316	978615.3846
Q8VBT0	Q8VBT0	2	2	2	Thioredoxin-related transmembrane protein 1	Tmx1	10722943.72	10412151.9	2942013.889	3889852.492	1821557.377	16292994.51	11939031.93	19505307.94	3402212.257	8174238.068	6765487.977	4241063.348	5069050.715	3467279.152	5237295.85	4325661.164	9882742.739	1958238.453	12873176.21	5161538.462	3569163.763	3711556.236	4257540.984	11213993.76	8173094.527	2483052.209	2251413.748	7904195.205	10214082.97	5295649.739	3883327.483	7545493.421	7155849.057	8364333.782	899425.1734	1440576.923
Q9D0F3	Q9D0F3	5	5	5	Protein ERGIC-53	Lman1	6734307.359	0	3380902.778	11497049.85	12844262.3	5659560.44	0	2410111.746	16804783.26	3317596.32	0	13847511.31	13514521.02	16094434.63	4441967.871	0	0	4124167.562	3012401.796	0	7971167.247	7188084.633	0	4755397.816	2337544.279	13112771.08	7371621.271	4244006.849	583831.8777	5714339.059	10046051.25	0	2097169.811	1425098.25	3831278.494	8105769.231
Q8CGK3	Q8CGK3	11	11	11	Lon protease homolog, mitochondrial	Lonp1	3687229.437	6465316.456	4413715.278	14818362.16	2911393.443	0	0	3401635.556	8074020.927	3273950.546	0	13905882.35	13450411.79	21403180.21	2146398.929	0	11952813.28	3602148.228	3700448.934	0	2855487.805	10914170.38	0	0	4154935.323	8911004.016	2768249.027	1893493.151	1378165.939	3671135.176	10579203.23	3317549.342	2708490.566	5140454.913	4121149.653	3976153.846
P56379	P56379	3	3	3	6.8 kDa mitochondrial proteolipid	Mp68	8351190.476	2464506.329	3170833.333	607261.4446	6237540.984	0	1207511.261	1731751.111	10074260.09	3440943.071	0	27980769.23	10019462.51	12371404.59	7698969.21	0	0	2371901.182	4632828.283	369871.7949	4002700.348	13735829.62	5568653.396	0	5761333.333	8314216.867	6901063.554	3173972.603	470294.7598	4354144.884	11688469.64	267455.5921	53724.5283	917851.9515	3567413.28	1747615.385
Q8VC16	Q8VC16	1	1	1	Leucine-rich repeat-containing protein 14	Lrrc14	167911.2554	23615696.2	1674305.556	0	0	0	0	0	3416681.614	27362852.21	0	4696357.466	8516579.974	0	0	10380538.66	4605103.734	1605843.179	15264309.76	0	1734120.209	3961870.824	3074718.97	0	0	2304738.956	2129182.879	26254280.82	0	1029107.543	2825078.975	5272039.474	0	9649232.84	763829.5342	1506115.385
Q99M31	Q99M31	7	7	7	Heat shock 70 kDa protein 14	Hspa14	6551948.052	3385721.519	3729513.889	14811444.56	16420491.8	7495412.088	3759374.79	11560228.57	4422242.152	7120759.057	3842574.257	4975384.615	9490745.557	7658560.071	5559049.531	17259913.12	0	2302298.604	6608305.275	0	2342665.505	6814198.218	4475480.094	3339984.399	9657432.836	4600321.285	3802853.437	19642123.29	1732532.751	4804705.004	3959108.459	3398782.895	4942830.189	951965.0067	1124915.758	2397730.769
Q7TT37	Q7TT37	10	10	10	Elongator complex protein 1	Ikbkap	2760930.736	7434430.38	1714618.056	13996897.25	5978524.59	5781497.253	0	13164342.86	0	10165037.38	0	13856334.84	8401625.488	4481272.085	5483507.363	0	8115066.39	2193168.636	6255892.256	898750	1353057.491	11816703.79	0	16385538.22	4692228.856	356610.4418	440840.4669	10277397.26	775676.8559	8679051.531	8899192.699	6370773.026	6006415.094	0	2027195.243	2707576.923
Q8QZY9	Q8QZY9	4	4	4	Splicing factor 3B subunit 4	Sf3b4	10169372.29	7938734.177	2006597.222	9247965.412	0	0	11285727.73	15769739.68	3597608.371	6506612.996	0	11749547.51	5818833.984	0	0	12490912.25	4296452.282	1689881.847	7876543.21	3835897.436	1357865.854	4779120.267	0	17582839.31	3251174.129	800064.257	1786044.099	7813099.315	2387663.755	0	14996577.75	972993.4211	0	16184576.04	883012.884	1608000
O09131;Q8K2Q2	O09131;Q8K2Q2	4;2	4;2	4;2	Glutathione S-transferase omega-1;Glutathione S-transferase omega-2	Gsto1;Gsto2	7356060.606	6510379.747	2600000	2925279.756	2184508.197	19812087.91	7133122.689	7886158.73	3349476.831	5660667.05	2860537.482	3267149.321	5377806.675	2619381.625	3368915.663	5133529.105	8609751.037	13697959.18	2341919.192	20661538.46	1199477.352	1772032.294	53961826.7	48070514.82	4151184.08	2328995.984	2386095.979	8077996.575	0	1468801.344	2499459.459	1666934.211	5553962.264	3195308.21	6549772.052	528538.4615
Q922Y1	Q922Y1	5	5	5	UBX domain-containing protein 1	Ubxn1	2771482.684	1039037.975	8195312.5	33769989.83	16574590.16	0	0	2763451.429	3797428.999	262110.4083	0	14289366.52	7269397.486	17097614.84	2390107.095	0	0	3300880.773	771773.2884	0	2503432.056	13635022.27	1458594.848	0	5511731.343	7480642.57	2815771.725	2094178.082	1166048.035	12060492.91	14227729.03	0	0	0	1829534.192	1267192.308
Q99J62	Q99J62	8	8	8	Replication factor C subunit 4	Rfc4	876136.3636	7592911.392	7118055.556	13719328.59	8889344.262	5373832.418	3266910.924	0	9555994.021	5805635.423	0	4718959.276	11628088.43	12544107.77	915311.9143	0	0	3871278.195	5293378.227	0	2404416.376	10214671.49	7802271.663	0	10781074.63	4335582.329	3908586.252	13930650.68	0	8814040.329	12663478.41	2488207.237	1694830.189	0	2390009.911	1547115.385
A2ASS6	A2ASS6	11	11	11	Titin	Ttn	3377056.277	52268354.43	940468.75	3222736.521	0	0	1505952.941	0	890236.1734	2408625.647	0	2221764.706	7945860.425	0	5950013.387	0	7708103.734	571153.5983	3989786.756	323717.9487	364468.6411	1153652.561	963311.4754	0	3565990.05	1365622.49	961940.3372	53625856.16	0	0	1365131.625	17628947.37	9264716.981	939475.1009	242386.5213	771730.7692
Q8R5J9	Q8R5J9	4	4	4	PRA1 family protein 3	Arl6ip5	0	10063797.47	3434201.389	13278331.64	0	29730219.78	0	0	11800418.54	15081656.12	0	15776470.59	5536605.982	8956837.456	0	0	0	2272137.487	9670594.837	0	5525174.216	9570072.383	0	19554602.18	3124497.512	7822008.032	9415408.56	13099315.07	2853165.939	2739376.4	5248876.799	7243898.026	2958490.566	0	2286858.276	2676423.077
Q3TVW5	Q3TVW5	3	3	3	Trichoplein keratin filament-binding protein	Tchp	0	0	0	0	0	0	19203946.22	0	7000059.791	0	0	6907466.063	23549826.61	10947879.86	14992101.74	0	0	6156906.552	0	0	0	590929.8441	2891042.155	0	0	0	5243372.244	0	2480786.026	5834204.63	27840259.74	8102006.579	31841509.43	0	3600634.291	2874192.308
Q91YK2	Q91YK2	6	6	6	Ribosomal RNA processing protein 1 homolog B	Rrp1b	2644264.069	1073670.886	14499479.17	24947456.77	24535245.9	2703008.242	0	1220688.254	13235276.53	693387.004	624314.0028	9264705.882	6293021.24	14102340.99	2362275.77	0	0	0	3314758.698	0	2244198.606	15386135.86	2269812.646	1641453.978	979190.0498	16371084.34	8330064.851	352808.2192	0	16675317.4	9684749.035	386664.4737	1027207.547	313730.821	0	3761500
Q9DC51;P20612;Q3V3I2;P50149;P18872;P27600;Q8CGK7	Q9DC51	11;2;2;2;2;1;1	5;0;0;0;0;0;0	5;0;0;0;0;0;0	Guanine nucleotide-binding protein G(k) subunit alpha	Gnai3	21017316.02	9221265.823	1126545.139	3876622.584	629262.2951	7411552.198	16197109.24	0	3990672.646	5020644.048	9323903.819	6827375.566	4528175.119	4635653.71	9411552.878	2839228.497	10011377.59	2822771.214	8897867.565	6970192.308	2307778.746	7547299.555	17339812.65	0	18779592.04	4094297.189	2433929.961	7942722.603	5137554.585	1138890.963	6489118.989	1718930.921	12595849.06	5295720.054	2779385.53	3476730.769
Q5SSI6	Q5SSI6	6	6	6	U3 small nucleolar RNA-associated protein 18 homolog	Utp18	7371753.247	18121518.99	1216267.361	5811820.956	4251147.541	0	12981472.27	16382882.54	2761853.513	9811960.897	3585997.171	2756334.842	2731532.293	3694796.82	0	6126533.449	15892240.66	2396219.119	19814814.81	1690448.718	1870191.638	2815222.717	10859344.26	0	22586815.92	1328674.699	1716316.472	12335616.44	1712663.755	3570313.667	3657774.658	1557893.092	2902641.509	21375693.14	733415.2626	0
Q6A068	Q6A068	13	13	13	Cell division cycle 5-like protein	Cdc5l	6305735.931	651392.4051	6187152.778	13214343.85	19203278.69	1898859.89	16621727.73	1014576.508	2877967.115	1871535.365	2356577.086	12843665.16	10670134.37	10477826.86	6952088.353	2226272.806	0	4923823.845	8862514.029	1349134.615	4880487.805	7104315.145	6819742.389	4546895.476	1132644.776	6313734.94	4553255.512	6524743.151	4960917.031	8550224.048	7778887.329	11859375	0	3947512.786	2063111.992	1389576.923
Q8C129	Q8C129	12	12	12	Leucyl-cystinyl aminopeptidase	Lnpep	9325757.576	5003544.304	7332638.889	9485757.884	7979918.033	18130357.14	1776340.168	0	9942122.571	2571190.339	0	10820361.99	6392501.084	9276413.428	5449933.066	0	2057195.021	4059119.227	11109427.61	0	2945383.275	2628610.802	0	8627020.281	1372435.821	8795020.08	7119688.716	16654109.59	256386.4629	6040328.603	9910301.86	15200986.84	13539056.6	1644218.035	3623865.213	3028538.462
Q8K389	Q8K389	4	4	4	CDK5 regulatory subunit-associated protein 2	Cdk5rap2	20710497.84	15335696.2	660954.8611	0	1741393.443	49270329.67	41294050.42	8916533.333	364579.9701	14933295	0	0	1683604.248	1079575.088	0	0	3907298.755	3759570.354	11080246.91	0	435209.0592	1667959.354	20572833.72	31513884.56	43055621.89	983405.6225	1328352.789	6944777.397	1021528.384	1210474.235	0	6268190.789	943547.1698	0	1837462.834	0
Q8C166	Q8C166	6	6	6	Copine-1	Cpne1	396444.8052	966329.1139	5314236.111	25627110.89	38650000	0	0	0	7432466.368	465146.636	1449080.622	11899547.51	5406913.741	17516607.77	1995020.08	3089772.372	716721.1618	2371815.252	832772.1661	3419551.282	2617421.603	16998106.9	0	0	5037631.841	2843373.494	2377380.026	305196.9178	0	15530993.28	6810143.91	3169013.158	26766037.74	582981.965	2642061.447	1667269.231
Q8R2Y8	Q8R2Y8	7	7	7	Peptidyl-tRNA hydrolase 2, mitochondrial	Ptrh2	12778679.65	7903291.139	8204166.667	4158601.221	32822950.82	7112074.176	11817768.07	13699784.13	5749596.413	1761874.641	0	10303846.15	4272843.52	8175918.728	1320633.199	0	3103120.332	4674027.927	10768799.1	2520673.077	5307229.965	6672689.31	8104320.843	2291809.672	12326587.06	5887228.916	4146303.502	2371232.877	3849890.83	9713032.114	5262600.913	4829506.579	2071320.755	608953.1629	3568681.863	2603500
Q8VC28	Q8VC28	9	8	8	Aldo-keto reductase family 1 member C13	Akr1c13	0	648000	7093229.167	29398067.14	14050000	5315810.44	0	759560.6349	1751150.972	2584416.331	0	11220814.48	8468313.827	12108144.88	17695716.2	7599562.12	0	7142857.143	1771156.004	856858.9744	2522508.711	12909966.59	1956557.377	3003978.159	1596269.652	2577831.325	3125810.636	1081849.315	707019.6507	11685212.85	9242295.542	9871052.632	6918679.245	6735493.943	3712586.72	4702692.308
P97379	P97379	6	5	5	Ras GTPase-activating protein-binding protein 2	G3bp2	9994047.619	16760506.33	620364.5833	0	1796393.443	41221291.21	20308773.11	25282844.44	0	10491661.87	2537340.877	388350.6787	1611352.406	0	45014.5917	0	11938975.1	1030977.444	24306397.31	1928429.487	0	997330.1782	12132459.02	12700624.02	16799512.44	0	0	13059075.34	1148799.127	2123525.019	3517251.667	485212.1711	0	19179030.96	279270.5649	731884.6154
Q91YU8	Q91YU8	5	5	5	Suppressor of SWI4 1 homolog	Ppan	3280303.03	9650126.582	0	8602121.058	24350000	18603296.7	7381304.202	7653422.222	1023593.423	8878665.9	593649.2221	5098778.281	4823667.1	0	3868554.217	2761324.066	1037947.303	868829.2159	12642536.48	8025641.026	1745775.261	6930623.608	13522014.05	9061700.468	6396736.318	899244.9799	2262827.497	6652397.26	2291157.205	15418969.38	7244243.594	6498322.368	10016981.13	0	1351357.78	0
Q9D6J6	Q9D6J6	5	5	5	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	Ndufv2	3240313.853	2272860.759	7866493.056	13178891.15	5954426.23	0	3305902.521	0	9837369.208	1540655.549	0	16397511.31	12040745.56	12295114.84	3065421.687	0	0	6760558.539	2144276.094	737692.3077	4716898.955	9642010.022	4077213.115	0	7458626.866	10485622.49	7289338.521	2550513.699	3606659.389	8341299.477	13068936.47	11078519.74	18867924.53	0	6112269.574	5787692.308
Q9D2V7	Q9D2V7	11	11	11	Coronin-7	Coro7	6019480.519	8401518.987	4723611.111	11440844.35	5065983.607	0	11965156.3	12587288.89	3144872.945	8390454.284	516619.5191	8184162.896	7224078.89	9645998.233	2082637.216	0	21470829.88	2112738.99	10632435.47	890064.1026	1662073.171	5907405.345	21562060.89	0	13910477.61	2740722.892	981281.4527	15510273.97	1382641.921	8723861.09	5384029.484	3597253.289	2942830.189	8359650.067	994093.1615	1550923.077
Q8CIG8	Q8CIG8	8	8	8	Protein arginine N-methyltransferase 5	Prmt5	15605519.48	10587848.1	333993.0556	4732156.663	7756147.541	4297252.747	24348302.52	12921663.49	2014828.102	6037952.846	4636492.221	8101357.466	4563545.73	1085386.926	2269651.941	24740955.69	9951452.282	547961.3319	7805836.139	2657692.308	675810.1045	2415022.272	5037072.6	3302230.889	15514567.16	353028.1124	1019953.307	26136986.3	3331004.367	595126.9604	2355236.925	11102401.32	8861509.434	13340000	369601.5857	735538.4615
Q8BP40	Q8BP40	5	5	5	Lysophosphatidic acid phosphatase type 6	Acp6	11117424.24	15644050.63	1864236.111	4684857.579	11123770.49	20742857.14	2120752.941	24171822.22	2552466.368	12223116.73	4421357.85	11869004.52	2626562.635	0	0	21300260.64	1795112.033	1756562.836	9693041.526	182628.2051	1383371.08	3722346.882	11443864.17	3914524.181	18477761.19	3157429.719	2033618.677	10885273.97	2946615.721	6839058.999	3781888.382	5328305.921	4825849.057	1325569.314	1215857.284	1050461.538
Q9ESP1	Q9ESP1	5	5	5	Stromal cell-derived factor 2-like protein 1	Sdf2l1	7775432.9	8077468.354	4864409.722	10842472.02	18451639.34	7680054.945	6518615.126	8215377.778	3246517.19	6572742.956	3160678.925	5469502.262	7341244.04	8438727.915	510388.2195	0	1075129.876	2048721.805	8986531.987	2792756.41	3423867.596	7298830.735	18915105.39	5499485.179	3699880.597	4692369.478	3742879.377	16166095.89	1685480.349	10227781.93	7166374.166	6570509.868	8313773.585	221063.5262	1806778.989	1197076.923
Q6A4J8	Q6A4J8	12	12	12	Ubiquitin carboxyl-terminal hydrolase 7	Usp7	6801948.052	4512101.266	3905729.167	13758240.08	7278278.689	6474285.714	29228100.84	5936622.222	2102600.897	6852788.959	0	6230226.244	3778023.407	11345697.88	692838.0187	1856705.474	4665510.373	2979419.979	5048428.732	0	2202203.833	11267706.01	50870491.8	8456786.271	2536389.055	2706666.667	2633463.035	11815068.49	0	8549663.928	5324956.125	530641.4474	0	9397873.486	2271714.569	1748115.385
Q61768;P33175	Q61768	16;5	16;5	11;0	Kinesin-1 heavy chain	Kif5b	7402056.277	14211645.57	1168246.528	6835625.636	29111475.41	10584478.02	2472457.143	12277955.56	1978834.081	13096032.2	719674.6818	3494389.14	3123261.812	7967022.968	3866639.893	327944.3962	17087136.93	938603.652	4636363.636	1409326.923	2519320.557	5985022.272	6416838.407	10895834.63	10463084.58	665799.1968	2336601.816	27486301.37	1432423.581	8476288.275	3282748.333	3909342.105	4620377.358	1996121.131	787456.888	584653.8462
O70492;O70493	O70492	4;1	4;1	4;1	Sorting nexin-3	Snx3	9608766.234	3179037.975	0	9026602.238	21295901.64	2869368.132	2561552.941	0	3969506.726	7609545.716	0	10079864.25	8677589.944	9702464.664	13504230.25	0	0	2529237.379	12053872.05	991185.8974	2939372.822	7964727.171	5869156.909	8305772.231	4074139.303	858104.4177	2818677.043	11552226.03	2110589.52	11236557.13	7856756.757	3563059.211	14584150.94	1865679.677	1661684.836	1913230.769
P97372	P97372	7	7	7	Proteasome activator complex subunit 2	Psme2	2935930.736	6548354.43	8191493.056	22364598.17	21318032.79	7588640.11	4688739.496	5034031.746	3307623.318	3535710.178	0	5869751.131	4923146.944	12443639.58	3698915.663	0	0	1945692.803	7852974.186	0	1658362.369	12346297.33	7962505.855	15500390.02	13953761.19	2679196.787	3623968.872	11803938.36	518744.5415	16473114.26	8335012.285	0	0	0	1707195.243	1895961.538
Q8R4R6	Q8R4R6	5	5	5	Nucleoporin NUP53	Nup35	15681277.06	1972860.759	2218576.389	2264994.914	4565245.902	30916346.15	2070843.697	10262501.59	3999760.837	1894422.082	3080339.463	9830090.498	2928465.54	3272650.177	3612182.062	25584500.43	18806680.5	2795617.615	10471941.64	5860897.436	1293031.359	2593067.929	12694309.13	28974102.96	6821781.095	3497831.325	2099610.895	6228253.425	4063755.459	4257692.308	4067409.617	5016578.947	2945660.377	17604522.21	1605391.477	1358384.615
Q9ERU3	Q9ERU3	8	8	6	Zinc finger protein 22	Znf22	573268.3983	0	4354861.111	17728942.01	13501639.34	1199921.703	396232.605	0	3964962.631	0	0	16387330.32	12816319.9	10891713.78	20919143.24	4818686.36	6318751.037	6643351.235	181200.8979	910993.5897	1164616.725	11362834.08	1018015.222	915917.3167	0	2460401.606	2606485.084	191532.5342	427707.4236	16665235.25	10672586.87	5299539.474	24439622.64	3920581.427	5270723.489	3676615.385
P35991	P35991	11	11	11	Tyrosine-protein kinase BTK	Btk	15384199.13	7401518.987	4468923.611	22974211.6	24459836.07	945561.8132	2632127.731	12490069.84	6926756.353	10552616.45	0	8182126.697	5002362.375	10895768.55	3460803.213	0	541108.7137	2132502.685	4839001.122	0	483162.0209	9048997.773	6708067.916	813124.805	14221830.85	9458152.61	3965343.709	9923801.37	1128275.109	4551643.017	7920007.02	2945575.658	0	0	834806.7393	742961.5385
Q6P069	Q6P069	3	3	3	Sorcin	Sri	11675324.68	7619746.835	2891145.833	9576551.373	1194836.066	23743681.32	1371490.42	40088126.98	182744.3946	5376825.762	4094766.62	6785294.118	6753944.517	0	8218929.05	11026550.83	15025850.62	2874070.892	5046127.946	5047115.385	4372996.516	3830347.996	0	19978471.14	27911850.75	820000	737629.0532	5978339.041	2410043.668	3938256.161	5706247.806	3112927.632	4771698.113	25763553.16	1035877.106	3141615.385
Q91YT7	Q91YT7	6	6	3		Ythdf2	13180194.81	16406075.95	0	9241912.513	4117704.918	24139560.44	11033647.06	35210971.43	0	10445658.42	6771145.686	12261990.95	1340472.475	0	1084655.957	12252059.08	19236265.56	407329.753	9093714.927	1305032.051	1507656.794	4130119.71	2184414.52	9267113.885	31490248.76	633349.3976	0	15940068.49	2772161.572	3288349.515	705777.4658	771121.7105	3666415.094	11278384.93	475916.7493	1209923.077
Q9CT10	Q9CT10	7	7	7	Ran-binding protein 3	Ranbp3	16475649.35	8761012.658	0	2347141.404	0	25508516.48	9530131.092	34574996.83	2709955.157	2525301.898	6831258.84	1428122.172	2030825.748	3427031.802	1796077.644	41777132.93	14341161.83	184618.6896	7595398.429	1027500	573449.4774	1074095.212	12778805.62	33367238.69	18271731.34	0	386095.9792	12091609.59	2418995.633	3760754.294	1439092.664	0	4355283.019	22438115.75	63808.91972	0
Q99KF1	Q99KF1	4	4	4	Transmembrane emp24 domain-containing protein 9	Tmed9	15277597.4	2712405.063	3485590.278	11149440.49	9462295.082	0	0	707121.2698	1938774.29	6823461.76	0	13567873.3	6656306.892	7655106.007	17396787.15	0	0	1879785.177	10149831.65	0	2300278.746	11301781.74	0	0	1760343.284	1392176.707	0	9101883.562	220884.2795	14154219.57	8307564.058	28766447.37	15603207.55	0	4845431.12	4521538.462
Q6ZWY8	Q6ZWY8	2	2	2	Thymosin beta-10	Tmsb10	5853896.104	2341924.051	0	9347405.9	9172131.148	0	3312726.05	0	0	9220816.561	47394625.18	7902488.688	2862219.332	3915406.36	4028032.129	37626933.1	29093858.92	1778732.546	3945454.545	0	1681463.415	5690172.606	1422142.857	0	4141084.577	0	0	10587328.77	286310.0437	9858103.062	3698051.948	0	0	22534912.52	0	0
Q60631	Q60631	5	5	5	Growth factor receptor-bound protein 2	Grb2	8599567.1	2017468.354	1138958.333	24985503.56	0	24358653.85	6354850.42	7967911.111	4496741.405	5810810.811	0	15071266.97	17744625.05	1133473.498	0	0	0	4121761.547	2347418.631	0	3170644.599	12888195.99	0	6726302.652	5207014.925	1037783.133	4225473.411	0	150327.5109	6405526.512	12547718.5	6459786.184	12364339.62	0	2240237.859	2061615.385
P10649;Q80W21;O35660;P48774	P10649	6;2;1;1	6;2;1;1	4;0;0;0	Glutathione S-transferase Mu 1	Gstm1	11074134.2	8932151.899	2080902.778	14109308.24	19322131.15	6233131.868	1701495.798	8797587.302	3347922.272	7879815.986	426944.8373	9523303.167	5591872.562	3490406.36	9732275.77	0	1919535.27	4048979.592	8507856.341	5952243.59	3913327.526	10709242.76	6992341.92	0	11195442.79	1487180.723	1911491.569	11646404.11	718253.2751	12395444.36	7049122.499	2465411.184	5751509.434	1980664.872	2209712.587	1562307.692
P63330;P62715	P63330;P62715	4;4	4;4	4;4	Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform;Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	Ppp2ca;Ppp2cb	0	0	8936284.722	33135300.1	0	0	0	0	8785411.061	0	0	18805656.11	13944495.02	12625954.06	15472155.29	0	0	5795402.793	0	0	5047212.544	15745350.78	0	0	0	7348594.378	4799273.671	0	0	7416542.196	15302386.8	11342845.39	19692452.83	0	4009355.798	4380000
Q6NV83	Q6NV83	10	10	10	U2 snRNP-associated SURP motif-containing protein	U2surp	15608766.23	0	1393072.917	10248423.19	10515573.77	26366758.24	0	17240914.29	736358.7444	490615.2961	0	1180588.235	15753922.84	19824823.32	5998018.742	0	0	1548270.677	18428170.59	0	579851.9164	9947744.989	1662622.951	0	19458278.61	11660240.96	486785.9922	27088184.93	3274454.148	2001138.91	2010642.331	17365526.32	6036792.453	3584056.528	2831952.428	1143730.769
P97370	P97370	7	7	7	Sodium/potassium-transporting ATPase subunit beta-3	Atp1b3	24031926.41	12073924.05	0	6710157.681	14268032.79	0	6812806.723	0	1645440.957	16806785.51	0	9451357.466	1821254.876	0	3828647.925	0	0	750393.1257	34601571.27	1914262.821	753057.4913	6749359.688	0	0	7092159.204	1611566.265	1123527.886	18448630.14	5681659.389	632542.9425	1501984.907	9403190.789	17187735.85	0	163758.1764	149446.1538
Q9CS42	Q9CS42	9	2	2	Ribose-phosphate pyrophosphokinase 2	Prps2	15154761.9	5482531.646	10667881.94	4721780.264	38968032.79	21332142.86	9046830.252	7574984.127	5788460.389	6010350.776	0	8042307.692	7888751.625	12007826.86	0	0	1905456.432	2718539.205	6434904.602	0	5237456.446	9106263.92	2359332.553	3511934.477	13897781.09	2003212.851	3587341.115	0	1024705.24	9575242.718	9233046.683	1042865.132	2401886.792	0	1539504.46	1126884.615
